time,DRB.UEThpDl
2024-05-24 07:16:17.363492+00:00,1572.0
2024-05-24 07:16:19.447041+00:00,2620.0
2024-05-24 07:16:21.491180+00:00,2096.0
2024-05-24 07:16:23.533008+00:00,2620.0
2024-05-24 07:16:25.694467+00:00,2620.0
2024-05-24 07:16:27.892898+00:00,1048.0
2024-05-24 07:16:30.057334+00:00,2096.0
2024-05-24 07:16:32.202117+00:00,2620.0
2024-05-24 07:16:34.312581+00:00,2096.0
2024-05-24 07:16:36.414381+00:00,2096.0
2024-05-24 07:16:38.641072+00:00,3144.0
2024-05-24 07:16:40.733752+00:00,2620.0
2024-05-24 07:16:42.724703+00:00,1572.0
2024-05-24 07:16:44.866216+00:00,2096.0
2024-05-24 07:16:46.938347+00:00,2096.0
2024-05-24 07:16:49.016381+00:00,2620.0
2024-05-24 07:16:51.025675+00:00,2096.0
2024-05-24 07:16:53.102467+00:00,2096.0
2024-05-24 07:16:55.310759+00:00,2096.0
2024-05-24 07:16:57.545883+00:00,0.0
2024-05-24 07:16:59.738445+00:00,7859.0
2024-05-24 07:17:01.951243+00:00,3144.0
2024-05-24 07:17:04.084887+00:00,7859.0
2024-05-24 07:17:06.075358+00:00,8384.0
2024-05-24 07:17:08.157366+00:00,4716.0
2024-05-24 07:17:10.238421+00:00,3144.0
2024-05-24 07:17:12.239063+00:00,4192.0
2024-05-24 07:17:14.247981+00:00,2620.0
2024-05-24 07:17:16.219424+00:00,3144.0
2024-05-24 07:17:18.529251+00:00,2620.0
2024-05-24 07:17:20.670883+00:00,2096.0
2024-05-24 07:17:22.791195+00:00,524.0
2024-05-24 07:17:24.934061+00:00,2620.0
2024-05-24 07:17:27.108040+00:00,7336.0
2024-05-24 07:17:29.261325+00:00,3144.0
2024-05-24 07:17:31.345797+00:00,6288.0
2024-05-24 07:17:33.399089+00:00,5764.0
2024-05-24 07:17:35.451064+00:00,5764.0
2024-05-24 07:17:37.503541+00:00,5240.0
2024-05-24 07:17:39.512694+00:00,6812.0
2024-05-24 07:17:41.732810+00:00,5240.0
2024-05-24 07:17:43.905481+00:00,7859.0
2024-05-24 07:17:46.029871+00:00,8384.0
2024-05-24 07:17:48.469040+00:00,8908.0
2024-05-24 07:17:50.623678+00:00,7859.0
2024-05-24 07:17:52.965005+00:00,7336.0
2024-05-24 07:17:55.203516+00:00,5240.0
2024-05-24 07:17:57.441379+00:00,4716.0
2024-05-24 07:17:59.543160+00:00,6288.0
2024-05-24 07:18:01.535776+00:00,8384.0
2024-05-24 07:18:03.645629+00:00,9956.0
2024-05-24 07:18:05.797684+00:00,8908.0
2024-05-24 07:18:07.928363+00:00,8384.0
2024-05-24 07:18:10.109848+00:00,7859.0
2024-05-24 07:18:12.559671+00:00,3144.0
2024-05-24 07:18:15.017756+00:00,6288.0
2024-05-24 07:18:17.246758+00:00,5240.0
2024-05-24 07:18:19.472510+00:00,6812.0
2024-05-24 07:18:21.857059+00:00,6812.0
2024-05-24 07:18:24.253082+00:00,8384.0
2024-05-24 07:18:26.421461+00:00,5764.0
2024-05-24 07:18:28.609090+00:00,4192.0
2024-05-24 07:18:30.628294+00:00,0.0
2024-05-24 07:18:32.760526+00:00,3668.0
2024-05-24 07:18:34.805858+00:00,1048.0
2024-05-24 07:18:36.903106+00:00,2096.0
2024-05-24 07:18:39.098721+00:00,3668.0
2024-05-24 07:18:41.443469+00:00,4192.0
2024-05-24 07:18:43.409237+00:00,4716.0
2024-05-24 07:18:45.457328+00:00,0.0
2024-05-24 07:18:47.869869+00:00,3144.0
2024-05-24 07:18:50.251592+00:00,5240.0
2024-05-24 07:18:52.610773+00:00,5240.0
2024-05-24 07:18:54.879472+00:00,4716.0
2024-05-24 07:18:57.034849+00:00,5240.0
2024-05-24 07:18:59.449076+00:00,7859.0
2024-05-24 07:19:01.653824+00:00,8384.0
2024-05-24 07:19:03.739329+00:00,7336.0
2024-05-24 07:19:05.861296+00:00,8384.0
2024-05-24 07:19:08.031118+00:00,7336.0
2024-05-24 07:19:10.224207+00:00,7336.0
2024-05-24 07:19:12.319050+00:00,7336.0
2024-05-24 07:19:14.378478+00:00,5240.0
2024-05-24 07:19:16.510739+00:00,5240.0
2024-05-24 07:19:18.592066+00:00,7859.0
2024-05-24 07:19:20.791715+00:00,6288.0
2024-05-24 07:19:22.871861+00:00,4192.0
2024-05-24 07:19:24.887238+00:00,524.0
2024-05-24 07:19:27.473469+00:00,0.0
2024-05-24 07:19:29.986771+00:00,0.0
2024-05-24 07:19:32.192860+00:00,0.0
2024-05-24 07:19:34.776663+00:00,0.0
2024-05-24 07:19:36.980932+00:00,0.0
2024-05-24 07:19:39.185118+00:00,0.0
2024-05-24 07:19:41.742908+00:00,0.0
2024-05-24 07:19:41.772862+00:00,0.0
2024-05-24 07:19:44.369490+00:00,0.0
2024-05-24 07:19:46.778869+00:00,0.0
2024-05-24 07:19:49.127482+00:00,0.0
2024-05-24 07:19:51.380069+00:00,0.0
2024-05-24 07:19:54.175040+00:00,0.0
2024-05-24 07:19:56.605103+00:00,0.0
2024-05-24 07:19:58.963729+00:00,10480.0
2024-05-24 07:20:01.625213+00:00,4716.0
2024-05-24 07:20:03.952237+00:00,6812.0
2024-05-24 07:20:06.226207+00:00,6812.0
2024-05-24 07:20:08.905902+00:00,16768.0
2024-05-24 07:20:11.429801+00:00,26724.0
2024-05-24 07:20:14.385152+00:00,11004.0
2024-05-24 07:20:16.584078+00:00,18864.0
2024-05-24 07:20:18.667730+00:00,26200.0
2024-05-24 07:20:21.371390+00:00,22532.0
2024-05-24 07:20:24.023900+00:00,15196.0
2024-05-24 07:20:26.185841+00:00,37728.0
2024-05-24 07:20:29.020762+00:00,18340.0
2024-05-24 07:20:31.616182+00:00,0.0
2024-05-24 07:20:33.822490+00:00,0.0
2024-05-24 07:20:36.194691+00:00,0.0
2024-05-24 07:20:38.707405+00:00,0.0
2024-05-24 07:20:40.993376+00:00,0.0
2024-05-24 07:20:43.494417+00:00,0.0
2024-05-24 07:20:46.041194+00:00,0.0
2024-05-24 07:20:48.537110+00:00,0.0
2024-05-24 07:20:50.772704+00:00,0.0
2024-05-24 07:20:53.027660+00:00,11099.0
2024-05-24 07:20:55.109797+00:00,22532.0
2024-05-24 07:20:57.406244+00:00,26724.0
2024-05-24 07:20:59.550742+00:00,18340.0
2024-05-24 07:21:01.576924+00:00,0.0
2024-05-24 07:21:03.699277+00:00,18864.0
2024-05-24 07:21:05.851853+00:00,18864.0
2024-05-24 07:21:08.519121+00:00,8908.0
2024-05-24 07:21:11.419076+00:00,7859.0
2024-05-24 07:21:13.474655+00:00,14672.0
2024-05-24 07:21:15.583870+00:00,15196.0
2024-05-24 07:21:17.567998+00:00,15196.0
2024-05-24 07:21:19.662445+00:00,15196.0
2024-05-24 07:21:21.785911+00:00,14672.0
2024-05-24 07:21:23.890490+00:00,15196.0
2024-05-24 07:21:26.468317+00:00,15196.0
2024-05-24 07:21:28.686233+00:00,253.0
2024-05-24 07:21:30.906434+00:00,4716.0
2024-05-24 07:21:33.041225+00:00,524.0
2024-05-24 07:21:35.251080+00:00,4192.0
2024-05-24 07:21:38.517100+00:00,5764.0
2024-05-24 07:21:40.771071+00:00,7859.0
2024-05-24 07:21:43.010255+00:00,3144.0
2024-05-24 07:21:44.925867+00:00,0.0
2024-05-24 07:21:46.812223+00:00,0.0
2024-05-24 07:21:48.841163+00:00,3144.0
2024-05-24 07:21:50.783837+00:00,3144.0
2024-05-24 07:21:53.472168+00:00,3929.5
2024-05-24 07:21:55.826766+00:00,14672.0
2024-05-24 07:21:58.106469+00:00,14672.0
2024-05-24 07:22:00.379088+00:00,14672.0
2024-05-24 07:22:02.703409+00:00,15196.0
2024-05-24 07:22:05.069347+00:00,3668.0
2024-05-24 07:22:07.384184+00:00,5764.0
2024-05-24 07:22:09.741681+00:00,3668.0
2024-05-24 07:22:12.034634+00:00,5240.0
2024-05-24 07:22:14.311950+00:00,4716.0
2024-05-24 07:22:16.626582+00:00,7336.0
2024-05-24 07:22:19.073355+00:00,6812.0
2024-05-24 07:22:21.533111+00:00,7336.0
2024-05-24 07:22:23.965953+00:00,7336.0
2024-05-24 07:22:26.387963+00:00,6812.0
2024-05-24 07:22:29.237977+00:00,6812.0
2024-05-24 07:22:31.495790+00:00,7859.0
2024-05-24 07:22:33.692990+00:00,7859.0
2024-05-24 07:22:35.924105+00:00,6812.0
2024-05-24 07:22:38.067584+00:00,0.0
2024-05-24 07:22:40.865195+00:00,10480.0
2024-05-24 07:22:43.051572+00:00,4192.0
2024-05-24 07:22:45.776189+00:00,5764.0
2024-05-24 07:22:47.955456+00:00,3144.0
2024-05-24 07:22:50.962579+00:00,5764.0
2024-05-24 07:22:54.355409+00:00,12052.0
2024-05-24 07:22:56.797470+00:00,9432.0
2024-05-24 07:22:59.101279+00:00,8384.0
2024-05-24 07:23:01.387572+00:00,8908.0
2024-05-24 07:23:03.641404+00:00,7336.0
2024-05-24 07:23:07.784886+00:00,35632.0
2024-05-24 07:23:09.882735+00:00,37728.0
2024-05-24 07:23:11.927407+00:00,37728.0
2024-05-24 07:23:14.003702+00:00,18864.0
2024-05-24 07:23:16.222062+00:00,18864.0
2024-05-24 07:23:18.131522+00:00,0.0
2024-05-24 07:23:20.077623+00:00,14672.0
2024-05-24 07:23:22.027718+00:00,15196.0
2024-05-24 07:23:24.069025+00:00,15196.0
2024-05-24 07:23:26.235055+00:00,15196.0
2024-05-24 07:23:29.075503+00:00,18340.0
2024-05-24 07:23:31.268753+00:00,26724.0
2024-05-24 07:23:33.531735+00:00,26200.0
2024-05-24 07:23:35.780130+00:00,22532.0
2024-05-24 07:23:37.959181+00:00,26200.0
2024-05-24 07:23:40.268661+00:00,26724.0
2024-05-24 07:23:42.496504+00:00,22532.0
2024-05-24 07:23:44.783204+00:00,26200.0
2024-05-24 07:23:46.918444+00:00,26200.0
2024-05-24 07:23:48.966565+00:00,22532.0
2024-05-24 07:23:51.330363+00:00,34060.0
2024-05-24 07:23:53.729321+00:00,37728.0
2024-05-24 07:23:56.002648+00:00,37728.0
2024-05-24 07:23:58.297410+00:00,37204.0
2024-05-24 07:24:00.550804+00:00,37728.0
2024-05-24 07:24:03.081677+00:00,18864.0
2024-05-24 07:24:05.301224+00:00,49256.0
2024-05-24 07:24:07.719357+00:00,48732.0
2024-05-24 07:24:09.842719+00:00,0.0
2024-05-24 07:24:12.099550+00:00,29868.0
2024-05-24 07:24:14.440266+00:00,18864.0
2024-05-24 07:24:16.749071+00:00,15196.0
2024-05-24 07:24:19.031559+00:00,22532.0
2024-05-24 07:24:21.291993+00:00,26200.0
2024-05-24 07:24:23.526892+00:00,26724.0
2024-05-24 07:24:25.920106+00:00,22532.0
2024-05-24 07:24:28.318519+00:00,26200.0
2024-05-24 07:24:32.032982+00:00,18864.0
2024-05-24 07:24:34.871800+00:00,11528.0
2024-05-24 07:24:37.594687+00:00,0.0
2024-05-24 07:24:40.143803+00:00,22532.0
2024-05-24 07:24:42.496378+00:00,26200.0
2024-05-24 07:24:44.817847+00:00,22532.0
2024-05-24 07:24:47.160337+00:00,26724.0
2024-05-24 07:24:49.504660+00:00,26200.0
2024-05-24 07:24:52.075102+00:00,11004.0
2024-05-24 07:24:54.362192+00:00,4192.0
2024-05-24 07:24:56.700173+00:00,18864.0
2024-05-24 07:24:58.819230+00:00,26200.0
2024-05-24 07:25:00.714185+00:00,22532.0
2024-05-24 07:25:02.998687+00:00,34060.0
2024-05-24 07:25:05.784626+00:00,37204.0
2024-05-24 07:25:08.186889+00:00,37728.0
2024-05-24 07:25:10.585112+00:00,37728.0
2024-05-24 07:25:12.934853+00:00,37728.0
2024-05-24 07:25:16.022270+00:00,14672.0
2024-05-24 07:25:18.926431+00:00,0.0
2024-05-24 07:25:21.271963+00:00,0.0
2024-05-24 07:25:23.547591+00:00,0.0
2024-05-24 07:25:26.377845+00:00,0.0
2024-05-24 07:25:29.403825+00:00,3144.0
2024-05-24 07:25:31.511722+00:00,0.0
2024-05-24 07:25:33.586064+00:00,0.0
2024-05-24 07:25:36.498918+00:00,0.0
2024-05-24 07:25:38.732460+00:00,0.0
2024-05-24 07:25:41.185506+00:00,0.0
2024-05-24 07:25:43.999170+00:00,0.0
2024-05-24 07:25:46.608236+00:00,0.0
2024-05-24 07:25:49.090097+00:00,18673.0
2024-05-24 07:25:51.498749+00:00,37728.0
2024-05-24 07:25:55.439011+00:00,14672.0
2024-05-24 07:25:57.963665+00:00,0.0
2024-05-24 07:26:00.883215+00:00,524.0
2024-05-24 07:26:03.534791+00:00,0.0
2024-05-24 07:26:06.220360+00:00,524.0
2024-05-24 07:26:09.508274+00:00,524.0
2024-05-24 07:26:12.966075+00:00,524.0
2024-05-24 07:26:15.539752+00:00,524.0
2024-05-24 07:26:18.632475+00:00,524.0
2024-05-24 07:26:21.886563+00:00,524.0
2024-05-24 07:26:25.618902+00:00,1048.0
2024-05-24 07:26:28.480727+00:00,1048.0
2024-05-24 07:26:31.127193+00:00,524.0
2024-05-24 07:26:34.857191+00:00,0.0
2024-05-24 07:26:37.862546+00:00,0.0
2024-05-24 07:26:40.086170+00:00,2096.0
2024-05-24 07:26:42.756398+00:00,1048.0
2024-05-24 07:26:45.258168+00:00,0.0
2024-05-24 07:26:47.597543+00:00,0.0
2024-05-24 07:26:50.355577+00:00,0.0
2024-05-24 07:26:53.084501+00:00,0.0
2024-05-24 07:26:55.582705+00:00,0.0
2024-05-24 07:26:58.106302+00:00,524.0
2024-05-24 07:27:00.749784+00:00,524.0
2024-05-24 07:27:03.332970+00:00,0.0
2024-05-24 07:27:06.614404+00:00,1048.0
2024-05-24 07:27:09.535694+00:00,10480.0
2024-05-24 07:27:11.800975+00:00,11004.0
2024-05-24 07:27:13.987516+00:00,36251.0
2024-05-24 07:27:16.406061+00:00,84364.0
2024-05-24 07:27:19.077945+00:00,76504.0
2024-05-24 07:27:21.794974+00:00,52924.0
2024-05-24 07:27:24.033702+00:00,0.0
2024-05-24 07:27:26.338964+00:00,0.0
2024-05-24 07:27:28.652357+00:00,26200.0
2024-05-24 07:27:31.002300+00:00,21746.0
2024-05-24 07:27:33.356009+00:00,58164.0
2024-05-24 07:27:36.276927+00:00,55020.0
2024-05-24 07:27:38.805198+00:00,50304.0
2024-05-24 07:27:41.314746+00:00,50827.0
2024-05-24 07:27:43.844014+00:00,39824.0
2024-05-24 07:27:46.227654+00:00,37728.0
2024-05-24 07:27:48.674434+00:00,37728.0
2024-05-24 07:27:51.622471+00:00,52400.0
2024-05-24 07:27:54.157204+00:00,75456.0
2024-05-24 07:27:57.052121+00:00,60260.0
2024-05-24 07:27:59.183237+00:00,0.0
2024-05-24 07:28:01.818599+00:00,45064.0
2024-05-24 07:28:04.162603+00:00,75456.0
2024-05-24 07:28:06.409198+00:00,74932.0
2024-05-24 07:28:08.924119+00:00,75456.0
2024-05-24 07:28:11.781194+00:00,75456.0
2024-05-24 07:28:15.504730+00:00,74932.0
2024-05-24 07:28:17.866960+00:00,75456.0
2024-05-24 07:28:20.353314+00:00,75456.0
2024-05-24 07:28:23.922734+00:00,60260.0
2024-05-24 07:28:26.488851+00:00,74932.0
2024-05-24 07:28:29.135245+00:00,75456.0
2024-05-24 07:28:31.575493+00:00,74932.0
2024-05-24 07:28:34.292543+00:00,75456.0
2024-05-24 07:28:36.848857+00:00,7336.0
2024-05-24 07:28:39.153363+00:00,0.0
2024-05-24 07:28:41.470371+00:00,0.0
2024-05-24 07:28:43.844915+00:00,26724.0
2024-05-24 07:28:46.220401+00:00,37728.0
2024-05-24 07:28:48.638433+00:00,37204.0
2024-05-24 07:28:51.308349+00:00,37728.0
2024-05-24 07:28:53.841291+00:00,37728.0
2024-05-24 07:28:56.330648+00:00,37728.0
2024-05-24 07:28:58.736168+00:00,0.0
2024-05-24 07:29:01.265649+00:00,37728.0
2024-05-24 07:29:03.678433+00:00,37204.0
2024-05-24 07:29:06.618576+00:00,37728.0
2024-05-24 07:29:09.309581+00:00,3668.0
2024-05-24 07:29:11.845248+00:00,0.0
2024-05-24 07:29:14.027206+00:00,34060.0
2024-05-24 07:29:16.351037+00:00,37728.0
2024-05-24 07:29:19.943016+00:00,37728.0
2024-05-24 07:29:22.399593+00:00,74932.0
2024-05-24 07:29:25.036659+00:00,75456.0
2024-05-24 07:29:28.571020+00:00,17292.0
2024-05-24 07:29:31.413973+00:00,19912.0
2024-05-24 07:29:34.686088+00:00,22008.0
2024-05-24 07:29:36.986657+00:00,26200.0
2024-05-24 07:29:39.966956+00:00,18864.0
2024-05-24 07:29:42.870787+00:00,18602.0
2024-05-24 07:29:45.138490+00:00,60260.0
2024-05-24 07:29:47.538010+00:00,40872.0
2024-05-24 07:29:49.894670+00:00,58688.0
2024-05-24 07:29:52.306870+00:00,58688.0
2024-05-24 07:29:54.875761+00:00,52400.0
2024-05-24 07:29:57.263079+00:00,58688.0
2024-05-24 07:29:59.778845+00:00,43492.0
2024-05-24 07:30:02.803607+00:00,45588.0
2024-05-24 07:30:05.578897+00:00,45588.0
2024-05-24 07:30:09.625581+00:00,23056.0
2024-05-24 07:30:13.473934+00:00,30916.0
2024-05-24 07:30:15.990394+00:00,18340.0
2024-05-24 07:30:18.438938+00:00,39824.0
2024-05-24 07:30:20.919815+00:00,53972.0
2024-05-24 07:30:24.224192+00:00,78076.0
2024-05-24 07:30:26.860109+00:00,92748.0
2024-05-24 07:30:29.563557+00:00,95892.0
2024-05-24 07:30:32.380238+00:00,97464.0
2024-05-24 07:30:35.150443+00:00,97988.0
2024-05-24 07:30:37.871008+00:00,94844.0
2024-05-24 07:30:41.029360+00:00,59212.0
2024-05-24 07:30:44.324134+00:00,42444.0
2024-05-24 07:30:47.049823+00:00,83840.0
2024-05-24 07:30:51.697766+00:00,19912.0
2024-05-24 07:30:55.692362+00:00,20436.0
2024-05-24 07:30:58.250709+00:00,12052.0
2024-05-24 07:31:00.953266+00:00,33012.0
2024-05-24 07:31:03.630947+00:00,56067.0
2024-05-24 07:31:06.248780+00:00,59212.0
2024-05-24 07:31:09.185347+00:00,63927.0
2024-05-24 07:31:11.842357+00:00,81744.0
2024-05-24 07:31:14.649851+00:00,81744.0
2024-05-24 07:31:17.361578+00:00,81220.0
2024-05-24 07:31:20.110524+00:00,524.0
2024-05-24 07:31:23.149989+00:00,57115.0
2024-05-24 07:31:25.777748+00:00,33536.0
2024-05-24 07:31:28.339851+00:00,29344.0
2024-05-24 07:31:30.962573+00:00,58688.0
2024-05-24 07:31:33.604813+00:00,55020.0
2024-05-24 07:31:36.076200+00:00,47684.0
2024-05-24 07:31:38.419771+00:00,49256.0
2024-05-24 07:31:40.912135+00:00,59736.0
2024-05-24 07:31:43.275927+00:00,59212.0
2024-05-24 07:31:45.829172+00:00,57115.0
2024-05-24 07:31:48.452370+00:00,60260.0
2024-05-24 07:31:51.067003+00:00,67072.0
2024-05-24 07:31:53.700247+00:00,65500.0
2024-05-24 07:31:56.276422+00:00,67596.0
2024-05-24 07:31:58.826242+00:00,67072.0
2024-05-24 07:32:01.730714+00:00,67072.0
2024-05-24 07:32:05.111819+00:00,63403.0
2024-05-24 07:32:07.769266+00:00,11004.0
2024-05-24 07:32:10.303602+00:00,24104.0
2024-05-24 07:32:13.485171+00:00,32488.0
2024-05-24 07:32:17.213707+00:00,20960.0
2024-05-24 07:32:19.832151+00:00,37204.0
2024-05-24 07:32:22.548259+00:00,62879.0
2024-05-24 07:32:25.172128+00:00,57640.0
2024-05-24 07:32:27.703751+00:00,61832.0
2024-05-24 07:32:30.963715+00:00,60260.0
2024-05-24 07:32:33.543864+00:00,57640.0
2024-05-24 07:32:36.165170+00:00,54496.0
2024-05-24 07:32:38.711885+00:00,54496.0
2024-05-24 07:32:41.281894+00:00,55020.0
2024-05-24 07:32:43.885400+00:00,38776.0
2024-05-24 07:32:46.414905+00:00,60784.0
2024-05-24 07:32:48.862654+00:00,57640.0
2024-05-24 07:32:51.304712+00:00,59736.0
2024-05-24 07:32:53.831969+00:00,55020.0
2024-05-24 07:32:57.218833+00:00,33536.0
2024-05-24 07:33:00.159180+00:00,33012.0
2024-05-24 07:33:02.943711+00:00,29868.0
2024-05-24 07:33:05.687626+00:00,20960.0
2024-05-24 07:33:08.427083+00:00,20960.0
2024-05-24 07:33:11.244881+00:00,20960.0
2024-05-24 07:33:13.943839+00:00,20960.0
2024-05-24 07:33:16.714682+00:00,20960.0
2024-05-24 07:33:19.400923+00:00,20960.0
2024-05-24 07:33:22.127944+00:00,20960.0
2024-05-24 07:33:24.845858+00:00,20960.0
2024-05-24 07:33:27.490406+00:00,20960.0
2024-05-24 07:33:30.257147+00:00,20960.0
2024-05-24 07:33:33.011094+00:00,20960.0
2024-05-24 07:33:35.722093+00:00,524.0
2024-05-24 07:33:39.011623+00:00,9956.0
2024-05-24 07:33:41.793653+00:00,24628.0
2024-05-24 07:33:44.513816+00:00,12576.0
2024-05-24 07:33:47.118811+00:00,11528.0
2024-05-24 07:33:49.767591+00:00,17292.0
2024-05-24 07:33:52.509672+00:00,19388.0
2024-05-24 07:33:55.116446+00:00,23056.0
2024-05-24 07:33:57.923364+00:00,21484.0
2024-05-24 07:34:00.728730+00:00,23056.0
2024-05-24 07:34:03.265816+00:00,27248.0
2024-05-24 07:34:05.958904+00:00,29344.0
2024-05-24 07:34:08.449497+00:00,29344.0
2024-05-24 07:34:11.269329+00:00,20960.0
2024-05-24 07:34:13.918162+00:00,20960.0
2024-05-24 07:34:16.484484+00:00,20960.0
2024-05-24 07:34:19.257682+00:00,20960.0
2024-05-24 07:34:21.941368+00:00,20960.0
2024-05-24 07:34:24.480521+00:00,13100.0
2024-05-24 07:34:26.864198+00:00,28295.0
2024-05-24 07:34:29.247213+00:00,20436.0
2024-05-24 07:34:33.154742+00:00,20960.0
2024-05-24 07:34:36.106229+00:00,20960.0
2024-05-24 07:34:39.153060+00:00,20960.0
2024-05-24 07:34:41.548920+00:00,20960.0
2024-05-24 07:34:44.450932+00:00,20960.0
2024-05-24 07:34:46.966122+00:00,20960.0
2024-05-24 07:34:49.499478+00:00,20960.0
2024-05-24 07:34:52.237377+00:00,20960.0
2024-05-24 07:34:54.875616+00:00,20960.0
2024-05-24 07:34:57.511467+00:00,20960.0
2024-05-24 07:35:00.227417+00:00,20960.0
2024-05-24 07:35:02.767853+00:00,20436.0
2024-05-24 07:35:05.292211+00:00,20960.0
2024-05-24 07:35:07.771062+00:00,20960.0
2024-05-24 07:35:10.196504+00:00,20960.0
2024-05-24 07:35:12.742588+00:00,20960.0
2024-05-24 07:35:15.165960+00:00,20960.0
2024-05-24 07:35:18.277386+00:00,20960.0
2024-05-24 07:35:20.893776+00:00,20960.0
2024-05-24 07:35:23.272112+00:00,20960.0
2024-05-24 07:35:27.219963+00:00,20960.0
2024-05-24 07:35:29.932380+00:00,20960.0
2024-05-24 07:35:32.706477+00:00,20960.0
2024-05-24 07:35:35.425020+00:00,20960.0
2024-05-24 07:35:38.154265+00:00,20960.0
2024-05-24 07:35:40.951478+00:00,20960.0
2024-05-24 07:35:44.226642+00:00,20960.0
2024-05-24 07:35:47.051418+00:00,20436.0
2024-05-24 07:35:49.779584+00:00,20436.0
2024-05-24 07:35:52.488913+00:00,524.0
2024-05-24 07:35:55.998187+00:00,11004.0
2024-05-24 07:35:58.489271+00:00,30392.0
2024-05-24 07:36:01.156080+00:00,20960.0
2024-05-24 07:36:03.634607+00:00,20960.0
2024-05-24 07:36:06.190599+00:00,20960.0
2024-05-24 07:36:08.621687+00:00,20960.0
2024-05-24 07:36:10.972184+00:00,20960.0
2024-05-24 07:36:14.057625+00:00,17816.0
2024-05-24 07:36:16.537150+00:00,15719.0
2024-05-24 07:36:18.969687+00:00,14147.0
2024-05-24 07:36:22.704210+00:00,16768.0
2024-05-24 07:36:25.250269+00:00,16768.0
